CaseID,DateCert,DateArgument,DateDecision,TimePeriod,CaseName,CaseSummary,IssueArea
2009046,,2010-01-20,2010-04-21,2000_2018,"Sally L. Conkright, Et Al. V. Paul J. Frommert Et Al.","After an appellate remand determined that an ERISA plan administrator's interpretation of pension plan benefits for rehired employees was unreasonable, the administrator's second interpretation was improperly reviewed without deference since the administrator's single honest mistake in interpretation was not a basis for denying deference",EconomicActivity
2009047,,2009-10-06,2010-04-20,2000_2018,United States V. Robert J. Stevens,"Prohibition of depictions of animal cruelty under 18 U.S.C.S. § 48 was overbroad under U.S. Const. amend. I, since statutory definition of animal cruelty did not even require that depicted conduct be cruel, included depictions of unlawful conduct unrelated to cruelty, and banned depictions of conduct lawful in one state but not in another state.",FirstAmendment
2009052,,2010-01-13,2010-05-24,2000_2018,"American Needle, Inc. V. National Football League Et Al.","Agreements among a football league, its teams, and a licensor formed by the teams to license their intellectual property constituted concerted action that was subject to antitrust scrutiny under 15 U.S.C.S. § 1. The teams' decisions to collectively license their separately owned trademarks joined together independent centers of decisionmaking.",EconomicActivity
2009059,,2010-03-03,2010-06-01,2000_2018,Mohamed Ali Samantar V. Bashe Abdi Yousuf Et Al.,"FSIA did not apply to the conduct of a former foreign official, as an official was not a ""foreign state"" within the meaning of 28 U.S.C.S. § 1603; an ""agency or instrumentality"" of a foreign state was defined in a manner that did not evidence the intent to include individual officials. The common law of foreign sovereign immunity applied instead.",EconomicActivity
2009060,,2010-01-11,2010-06-01,2000_2018,"State Of Alabama, Et Al., Plaintiffs V. State Of North Carolina.","Recommendations of a Special Master were appropriate since the host State for a radioactive waste storage facility under an interstate compact was not subject to monetary sanctions, and the obligation of the host State to take appropriate steps to obtain licensing did not require continuing efforts after a compact commission withdrew its funding.",EconomicActivity
2009065,,2010-03-22,2010-06-07,2000_2018,"Jan Hamilton, Chapter 13 Trustee V. Stephanie Kay Lanning","""Forward looking"" approach could be used in calculating ""projected disposable income"" (PDI) under 11 U.S.C.S. § 1325(b)(1)(B) as courts had discretion to account for known or virtually certain changes in a debtor's income. Use of Chapter 13 debtor's current income, not an inflated figure due to a prior one-time employer buyout, was affirmed.",EconomicActivity
2009075,,2009-11-03,2010-06-17,2000_2018,William G. Schwab V. Nadejda Reilly,"Where a Chapter 7 debtor claimed exemptions in business equipment that equaled the maximum allowed under 11 U.S.C.S. § 522(d) and also equaled the debtor's estimated market value for the equipment, the trustee was not required to object under § 522(l) in order to preserve the estate's right to retain any value beyond the claimed amount.",EconomicActivity
2009077,,2010-02-23,2010-06-21,2000_2018,"Eric H. Holder, Jr., Attorney General, Et Al. V. Humanitarian Law Project Et Al.","18 U.S.C.S. § 2339B, which prohibited material support to foreign terrorist organizations, did not violate the Fifth or First Amendments as applied to U.S. citizens and organizations that wished to facilitate lawful purposes of terrorist groups by providing training in peacefully resolving disputes and in petitioning for relief.",FirstAmendment
2009079,,2010-03-24,2010-06-21,2000_2018,Kawasaki Kisen Kaisha Ltd. Et Al. V. Regal-beloit Corp. Et Al.,"On a through bill of lading for ocean transport of goods from China and a rail transport within the U.S., the Carmack Amendment, 49 U.S.C.S. § 11706, did not apply since the bill was issued under the Carriage of Goods by Sea Act, 46 U.S.C.S. § 30701 note; a Tokyo forum-selection clause was binding and reversal of dismissal was reversed.",EconomicActivity
2009080,,2010-04-27,2010-06-21,2000_2018,"Monsanto Company, Et Al. V. Geertson Seed Farms Et Al.","Broad injunction against any deregulation of licensor's genetically altered alfalfa seed pending environmental review was improper since partial deregulation to allow planting in sufficiently limited circumstances would alleviate harm of gene flow to conventional seed, and injunction improperly preempted lawful process of deregulation.",EconomicActivity
2009082,,2010-03-29,2010-06-24,2000_2018,"Robert Morrison, Et Al. V. National Australia Bank Ltd. Et Al.","Where foreign shareholders alleged that respondents violated § 10(b) of the Securities and Exchange Act of 1934 and SEC Rule 10b-5 regarding securities traded on foreign exchanges, dismissal was warranted because § 10(b) applied only to transactions in securities listed on domestic exchanges and domestic transactions in other securities.",EconomicActivity
2009089,,2009-11-09,2010-06-28,2000_2018,"Bernard L. Bilski And Rand A. Warsaw V. David J. Kappos, Under Secretary Of Commerce For Intellectual Property And Director, Patent And Trademark Office","While machine-or-transformation test was not the sole test for deciding whether invention was a patent-eligible ""process"" under 35 U.S.C.S. § 101, patent application was properly denied because petitioners' claims, which concerned hedging or protecting against risk, were not patentable processes because they were attempts to patent abstract ideas.",EconomicActivity
2009090,,2010-04-19,2010-06-28,2000_2018,"Christian Legal Society Chapter Of The University Of California, Hastings College Of The Law, Aka Hastings Christian Fellowship V. Leo P. Martinez Et Al.","Because an accept-all-comers policy was a reasonable viewpoint-neutral condition for a student group to be recognized and provided access to the student-organization forum, the Ninth Circuit's ruling upholding it on a First Amendment challenge by a student group who refused membership to those with different sexual orientation beliefs was affirmed.",FirstAmendment
2010004,,2010-11-08,2010-12-13,2000_2018,"Costco Wholesale Corporation, Petitioner  V. Omega, S.a.",,EconomicActivity
2010007,2010-10-04,2010-10-04,2011-01-11,2000_2018,"Jason M. Ransom, Petitioner V. Fia Card Services, N.a., Fka Mbna America Bank, N.a.","Bankruptcy debtor improperly claimed a vehicle ownership expense in calculating disposable income to pay to creditors under 11 U.S.C.S. § 707(b), since the debtor could only deduct the expense if it was applicable to the debtor's financial circumstances, and the debtor made no loan or lease payment on the vehicle to render the expense applicable.",EconomicActivity
2010012,,2010-12-08,2011-01-24,2000_2018,"Chase Bank Usa, Na., Petitioner V. James A. Mccoy, Individually And On Behalf Of All Others Similarly Situated","Although 12 C.F.R. § 226.9 was ambiguous as to whether an increase in a credit card's interest rate pursuant to contract term allowing increase in event of default was a change to initially disclosed term that required prior notice, Court deferred to agency's interpretation that notice was not required before implementing term permitting increase.",EconomicActivity
2010016,,2010-11-10,2011-02-22,2000_2018,"Csx Transportation, Inc., Petitioner V. Alabama Department Of Revenue Et Al.",It was error to dismiss a lawsuit filed against the Alabama Department of Revenue by an interstate rail carrier claiming that taxes the State imposed on diesel fuel purchased by the carrier violated 49 U.S.C.S. § 11501(b)(4) because interstate motor and water carriers were not required to pay the taxes or paid taxes at a lower rate.,EconomicActivity
2010023,2010-03-08,2010-10-06,2011-03-02,2000_2018,"Albert Snyder, Petitioner V. Fred W. Phelps, Sr., Et Al.","Protestors' speech, which involved picketing 1,000 feet from church where funeral was being held for a marine killed in the line of duty, was at a public place on a matter of public concern; thus, speech was entitled to special protection under First Amendment. Such speech could not be restricted simply because it was upsetting or aroused contempt.",FirstAmendment
2010030,,2011-01-10,2011-03-22,2000_2018,"Matrixx Initiatives, Inc., Et Al., Petitioners V. James Siracusano Et Al.","In securities fraud suit under Securities Exchange Act of 1934, where a pharmaceutical company allegedly failed to disclose reports of adverse events associated with a product, investors adequately pleaded materiality and scienter because, inter alia, an allegation of statistical significance was not required to establish materiality or scienter.",EconomicActivity
2010040,,2010-11-09,2011-04-27,2000_2018,"At&t Mobility Llc, Petitioner V. Vincent Concepcion",Federal Arbitration Act (FAA) preempted a California rule under which class arbitration waivers in consumer contracts were held unconscionable under certain circumstances; the California rule could not be applied under the 9 U.S.C.S. § 2 saving clause. Requiring the availability of class arbitration was inconsistent with the FAA.,EconomicActivity
2010043,,2010-11-30,2011-05-16,2000_2018,"Cigna Corporation, Et Al., Petitioners V. Janice C. Amara, Et Al., Individually And On Behalf Of All Others Similarly Situated","Pension plan was improperly reformed by a district court based on misleading disclosures since 29 U.S.C.S. § 1132(a)(1)(B) provided for enforcement and not changing ERISA plan terms, but reformation appeared to be otherwise available since § 1132(a)(3) authorized appropriate equitable relief which reformation essentially provided.",EconomicActivity
